Attaching to kafka, mongo
mongo  | {"t":{"$date":"2025-08-04T20:44:59.081+00:00"},"s":"I",  "c":"CONTROL",  "id":23285,   "ctx":"main","msg":"Automatically disabling TLS 1.0, to force-enable TLS 1.0 specify --sslDisabledProtocols 'none'"}
kafka  | [2025-08-04 20:45:10,077] INFO [controller-1-ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,078] INFO [controller-1-ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,079] INFO [controller-1-ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,080] INFO [controller-1-ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,084] INFO [MetadataLoader id=1] maybePublishMetadata(LOG_DELTA): The loader finished catching up to the current high water mark of 1241 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,087] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing SnapshotGenerator with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,094] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,116] INFO [ControllerServer id=1] Waiting for the controller metadata publishers to be installed (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,117] INFO [ControllerServer id=1] Finished waiting for the controller metadata publishers to be installed (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,117] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing KRaftMetadataCachePublisher with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,117] INFO [SocketServer listenerType=CONTROLLER, nodeId=1] Enabling request processing. (kafka.network.SocketServer)
kafka  | [2025-08-04 20:45:10,117] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing FeaturesPublisher with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,120] INFO [ControllerServer id=1] Loaded new metadata Features(metadataVersion=4.0-IV3, finalizedFeatures={group.version=1, transaction.version=2, metadata.version=25}, finalizedFeaturesEpoch=1240). (org.apache.kafka.metadata.publisher.FeaturesPublisher)
kafka  | [2025-08-04 20:45:10,120] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerRegistrationsPublisher with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,120] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerRegistrationManager with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,121] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DynamicConfigPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,121] INFO Awaiting socket connections on 0.0.0.0:9093. (kafka.network.DataPlaneAcceptor)
kafka  | [2025-08-04 20:45:10,122] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DynamicClientQuotaPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,122] INFO [ControllerRegistrationManager id=1 incarnation=nvb7wpEpQCCNYKkJ-uWzrQ] Found registration for rfnGzHp0Tr-RU_21o0fLkw instead of our incarnation. (kafka.server.ControllerRegistrationManager)
kafka  | [2025-08-04 20:45:10,122] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DynamicTopicClusterQuotaPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,123] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ScramPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,123] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing DelegationTokenPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,124] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing ControllerMetadataMetricsPublisher with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,125] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing AclPublisher controller id=1 with a snapshot at offset 1240 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,129] INFO [controller-1-to-controller-registration-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,130] INFO [ControllerRegistrationManager id=1 incarnation=nvb7wpEpQCCNYKkJ-uWzrQ] initialized channel manager. (kafka.server.ControllerRegistrationManager)
kafka  | [2025-08-04 20:45:10,130] INFO [ControllerServer id=1] Waiting for all of the authorizer futures to be completed (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,130] INFO [controller-1-to-controller-registration-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null isFenced: false) (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,130] INFO [ControllerServer id=1] Finished waiting for all of the authorizer futures to be completed (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,130] INFO [ControllerServer id=1] Waiting for all of the SocketServer Acceptors to be started (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,130] INFO [ControllerServer id=1] Finished waiting for all of the SocketServer Acceptors to be started (kafka.server.ControllerServer)
kafka  | [2025-08-04 20:45:10,131] INFO [BrokerServer id=1] Transition from SHUTDOWN to STARTING (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,132] INFO [BrokerServer id=1] Starting broker (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,134] INFO [ControllerRegistrationManager id=1 incarnation=nvb7wpEpQCCNYKkJ-uWzrQ] sendControllerRegistration: attempting to send ControllerRegistrationRequestData(controllerId=1, incarnationId=nvb7wpEpQCCNYKkJ-uWzrQ, zkMigrationReady=false, listeners=[Listener(name='CONTROLLER', host='c5b276f5ad5a', port=9093, securityProtocol=0)], features=[Feature(name='group.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='transaction.version', minSupportedVersion=0, maxSupportedVersion=2), Feature(name='eligible.leader.replicas.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='kraft.version', minSupportedVersion=0, maxSupportedVersion=1), Feature(name='metadata.version', minSupportedVersion=7, maxSupportedVersion=25)]) (kafka.server.ControllerRegistrationManager)
kafka  | [2025-08-04 20:45:10,136] INFO [broker-1-ThrottledChannelReaper-Fetch]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,136] INFO [broker-1-ThrottledChannelReaper-Produce]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,136] INFO [broker-1-ThrottledChannelReaper-Request]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,137] INFO [broker-1-ThrottledChannelReaper-ControllerMutation]: Starting (kafka.server.ClientQuotaManager$ThrottledChannelReaper)
kafka  | [2025-08-04 20:45:10,154] INFO [BrokerServer id=1] Waiting for controller quorum voters future (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,155] INFO [BrokerServer id=1] Finished waiting for controller quorum voters future (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,156] INFO [broker-1-to-controller-forwarding-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,157] INFO [broker-1-to-controller-forwarding-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null isFenced: false) (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,164] INFO [client-metrics-reaper]: Starting (org.apache.kafka.server.util.timer.SystemTimerReaper$Reaper)
kafka  | [2025-08-04 20:45:10,185] INFO Updated connection-accept-rate max connection creation rate to 2147483647 (kafka.network.ConnectionQuotas)
kafka  | [2025-08-04 20:45:10,189] INFO [SocketServer listenerType=BROKER, nodeId=1] Created data-plane acceptor and processors for endpoint : ListenerName(PLAINTEXT) (kafka.network.SocketServer)
kafka  | [2025-08-04 20:45:10,194] INFO [broker-1-to-controller-alter-partition-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,194] INFO [broker-1-to-controller-alter-partition-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null isFenced: false) (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,200] INFO [broker-1-to-controller-directory-assignments-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,201] INFO [broker-1-to-controller-directory-assignments-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null isFenced: false) (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,206] INFO [ControllerRegistrationManager id=1 incarnation=nvb7wpEpQCCNYKkJ-uWzrQ] Our registration has been persisted to the metadata log. (kafka.server.ControllerRegistrationManager)
kafka  | [2025-08-04 20:45:10,208] INFO [ControllerRegistrationManager id=1 incarnation=nvb7wpEpQCCNYKkJ-uWzrQ] RegistrationResponseHandler: controller acknowledged ControllerRegistrationRequest. (kafka.server.ControllerRegistrationManager)
kafka  | [2025-08-04 20:45:10,214] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,215] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,216] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,216] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,217] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,218] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,231] INFO [BrokerServer id=1] Using no op persister (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,233] INFO [group-coordinator-reaper]: Starting (org.apache.kafka.server.util.timer.SystemTimerReaper$Reaper)
kafka  | [2025-08-04 20:45:10,252] INFO [group-coordinator-event-processor-1]: Starting (org.apache.kafka.coordinator.common.runtime.MultiThreadedEventProcessor$EventProcessorThread)
kafka  | [2025-08-04 20:45:10,252] INFO [group-coordinator-event-processor-0]: Starting (org.apache.kafka.coordinator.common.runtime.MultiThreadedEventProcessor$EventProcessorThread)
kafka  | [2025-08-04 20:45:10,252] INFO [group-coordinator-event-processor-2]: Starting (org.apache.kafka.coordinator.common.runtime.MultiThreadedEventProcessor$EventProcessorThread)
kafka  | [2025-08-04 20:45:10,252] INFO [group-coordinator-event-processor-3]: Starting (org.apache.kafka.coordinator.common.runtime.MultiThreadedEventProcessor$EventProcessorThread)
kafka  | [2025-08-04 20:45:10,290] INFO [broker-1-to-controller-heartbeat-channel-manager]: Starting (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,291] INFO [broker-1-to-controller-heartbeat-channel-manager]: Recorded new KRaft controller, from now on will use node kafka:9093 (id: 1 rack: null isFenced: false) (kafka.server.NodeToControllerRequestThread)
kafka  | [2025-08-04 20:45:10,292] INFO [BrokerLifecycleManager id=1] Incarnation 7oTmTd2xT5SpFzWUNXKsfg of broker 1 in cluster 1f1QwNd1SvuhrFj9wlWWKQ is now STARTING. (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:10,298] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:10,299] INFO [share-group-lock-timeout-reaper]: Starting (org.apache.kafka.server.util.timer.SystemTimerReaper$Reaper)
kafka  | [2025-08-04 20:45:10,306] INFO [ExpirationReaper-0-null]: Starting (org.apache.kafka.server.purgatory.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka  | [2025-08-04 20:45:10,319] INFO [BrokerServer id=1] Waiting for the broker metadata publishers to be installed (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,319] INFO [BrokerServer id=1] Finished waiting for the broker metadata publishers to be installed (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,319] INFO [BrokerServer id=1] Waiting for the controller to acknowledge that we are caught up (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:10,320] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing MetadataVersionPublisher(id=1) with a snapshot at offset 1241 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,320] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing BrokerMetadataPublisher with a snapshot at offset 1241 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,321] INFO [BrokerMetadataPublisher id=1] Publishing initial metadata at offset OffsetAndEpoch(offset=1241, epoch=2) with metadata.version Optional[4.0-IV3]. (kafka.server.metadata.BrokerMetadataPublisher)
kafka  | [2025-08-04 20:45:10,323] INFO Loading logs from log dirs ArrayBuffer(/bitnami/kafka/data) (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,327] INFO Skipping recovery of 1 logs from /bitnami/kafka/data since clean shutdown file was found (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,334] INFO [LogLoader partition=user-created-0, dir=/bitnami/kafka/data] Loading producer state till offset 1 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka  | [2025-08-04 20:45:10,335] INFO [LogLoader partition=user-created-0, dir=/bitnami/kafka/data] Reloading from producer snapshot and rebuilding producer state from offset 1 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka  | [2025-08-04 20:45:10,335] INFO [ProducerStateManager partition=user-created-0] Loading producer state from snapshot file 'SnapshotFile(offset=1, file=/bitnami/kafka/data/user-created-0/00000000000000000001.snapshot)' (org.apache.kafka.storage.internals.log.ProducerStateManager)
kafka  | [2025-08-04 20:45:10,335] INFO [LogLoader partition=user-created-0, dir=/bitnami/kafka/data] Producer state recovery took 0ms for snapshot load and 0ms for segment recovery from offset 1 (org.apache.kafka.storage.internals.log.UnifiedLog)
kafka  | [2025-08-04 20:45:10,340] INFO Completed load of Log(dir=/bitnami/kafka/data/user-created-0, topicId=rN9ZKuOkRi2N3XPiW6f3ag, topic=user-created, partition=0, highWatermark=0, lastStableOffset=0, logStartOffset=0, logEndOffset=1) with 1 segments, local-log-start-offset 0 and log-end-offset 1 in 5ms (1/1 completed in /bitnami/kafka/data) (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,345] INFO Loaded 1 logs in 19ms (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,345] INFO Starting log cleanup with a period of 300000 ms. (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,346] INFO Starting log flusher with a default period of 9223372036854775807 ms. (kafka.log.LogManager)
kafka  | [2025-08-04 20:45:10,381] INFO [kafka-log-cleaner-thread-0]: Starting (kafka.log.LogCleaner$CleanerThread)
kafka  | [2025-08-04 20:45:10,384] INFO [LogDirFailureHandler]: Starting (kafka.server.ReplicaManager$LogDirFailureHandler)
kafka  | [2025-08-04 20:45:10,385] INFO [GroupCoordinator id=1] Starting up. (org.apache.kafka.coordinator.group.GroupCoordinatorService)
kafka  | [2025-08-04 20:45:10,385] INFO [AddPartitionsToTxnSenderThread-1]: Starting (kafka.server.AddPartitionsToTxnManager)
kafka  | [2025-08-04 20:45:10,385] INFO [GroupCoordinator id=1] Startup complete. (org.apache.kafka.coordinator.group.GroupCoordinatorService)
kafka  | [2025-08-04 20:45:10,386] INFO [TransactionCoordinator id=1] Starting up. (kafka.coordinator.transaction.TransactionCoordinator)
kafka  | [2025-08-04 20:45:10,387] INFO [TxnMarkerSenderThread-1]: Starting (kafka.coordinator.transaction.TransactionMarkerChannelManager)
kafka  | [2025-08-04 20:45:10,387] INFO [TransactionCoordinator id=1] Startup complete. (kafka.coordinator.transaction.TransactionCoordinator)
kafka  | [2025-08-04 20:45:10,402] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:10,409] INFO [Partition user-created-0 broker=1] Log loaded for partition user-created-0 with initial high watermark 1 (kafka.cluster.Partition)
kafka  | [2025-08-04 20:45:10,416] INFO [ReplicaFetcherManager on broker 1] Removed fetcher for partitions Set(user-created-0) (kafka.server.ReplicaFetcherManager)
kafka  | [2025-08-04 20:45:10,426] INFO [MetadataLoader id=1] InitializeNewPublishers: initializing BrokerRegistrationTracker(id=1) with a snapshot at offset 1241 (org.apache.kafka.image.loader.MetadataLoader)
kafka  | [2025-08-04 20:45:10,606] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:11,009] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:11,828] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:13,434] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:16,622] INFO [BrokerLifecycleManager id=1] Unable to register broker 1 because the controller returned error DUPLICATE_BROKER_REGISTRATION (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:21,157] INFO [BrokerLifecycleManager id=1] Successfully registered broker 1 with broker epoch 1264 (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:21,165] INFO [BrokerLifecycleManager id=1] The broker has caught up. Transitioning from STARTING to RECOVERY. (kafka.server.BrokerLifecycleManager)
kafka  | [2025-08-04 20:45:21,165] INFO [BrokerServer id=1] Finished waiting for the controller to acknowledge that we are caught up (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,165] INFO [BrokerServer id=1] Waiting for the initial broker metadata update to be published (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,165] INFO [BrokerServer id=1] Finished waiting for the initial broker metadata update to be published (kafka.server.BrokerServer)
kafka  | [2025-08-04 20:45:21,166] INFO KafkaConfig values: 
kafka  | 	add.partitions.to.txn.retry.backoff.max.ms = 100
kafka  | 	add.partitions.to.txn.retry.backoff.ms = 20
kafka  | 	advertised.listeners = PLAINTEXT://localhost:9092
kafka  | 	alter.config.policy.class.name = null
kafka  | 	alter.log.dirs.replication.quota.window.num = 11
kafka  | 	alter.log.dirs.replication.quota.window.size.seconds = 1
kafka  | 	authorizer.class.name = 
kafka  | 	auto.create.topics.enable = true
kafka  | 	auto.leader.rebalance.enable = true
kafka  | 	background.threads = 10
kafka  | 	broker.heartbeat.interval.ms = 2000
kafka  | 	broker.id = 1
kafka  | 	broker.rack = null
kafka  | 	broker.session.timeout.ms = 9000
kafka  | 	client.quota.callback.class = null
kafka  | 	compression.gzip.level = -1
kafka  | 	compression.lz4.level = 9
kafka  | 	compression.type = producer
kafka  | 	compression.zstd.level = 3
kafka  | 	connection.failed.authentication.delay.ms = 100
kafka  | 	connections.max.idle.ms = 600000
kafka  | 	connections.max.reauth.ms = 0
kafka  | 	controlled.shutdown.enable = true
kafka  | 	controller.listener.names = CONTROLLER
kafka  | 	controller.performance.always.log.threshold.ms = 2000
kafka  | 	controller.performance.sample.period.ms = 60000
kafka  | 	controller.quorum.append.linger.ms = 25
kafka  | 	controller.quorum.bootstrap.servers = []
kafka  | 	controller.quorum.election.backoff.max.ms = 1000
kafka  | 	controller.quorum.election.timeout.ms = 1000
kafka  | 	controller.quorum.fetch.timeout.ms = 2000
kafka  | 	controller.quorum.request.timeout.ms = 2000
kafka  | 	controller.quorum.retry.backoff.ms = 20
kafka  | 	controller.quorum.voters = [1@kafka:9093]
kafka  | 	controller.quota.window.num = 11
kafka  | 	controller.quota.window.size.seconds = 1
kafka  | 	controller.socket.timeout.ms = 30000
kafka  | 	create.topic.policy.class.name = null
kafka  | 	default.replication.factor = 1
kafka  | 	delegation.token.expiry.check.interval.ms = 3600000
kafka  | 	delegation.token.expiry.time.ms = 86400000
kafka  | 	delegation.token.max.lifetime.ms = 604800000
kafka  | 	delegation.token.secret.key = null
kafka  | 	delete.records.purgatory.purge.interval.requests = 1
kafka  | 	delete.topic.enable = true
kafka  | 	early.start.listeners = null
kafka  | 	fetch.max.bytes = 57671680
kafka  | 	fetch.purgatory.purge.interval.requests = 1000
kafka  | 	group.consumer.assignors = [uniform, range]
kafka  | 	group.consumer.heartbeat.interval.ms = 5000
kafka  | 	group.consumer.max.heartbeat.interval.ms = 15000
kafka  | 	group.consumer.max.session.timeout.ms = 60000
kafka  | 	group.consumer.max.size = 2147483647
kafka  | 	group.consumer.migration.policy = bidirectional
kafka  | 	group.consumer.min.heartbeat.interval.ms = 5000
kafka  | 	group.consumer.min.session.timeout.ms = 45000
kafka  | 	group.consumer.session.timeout.ms = 45000
kafka  | 	group.coordinator.append.linger.ms = 5
kafka  | 	group.coordinator.new.enable = true
kafka  | 	group.coordinator.rebalance.protocols = [classic, consumer]
kafka  | 	group.coordinator.threads = 4
kafka  | 	group.initial.rebalance.delay.ms = 3000
kafka  | 	group.max.session.timeout.ms = 1800000
kafka  | 	group.max.size = 2147483647
kafka  | 	group.min.session.timeout.ms = 6000
kafka  | 	group.share.delivery.count.limit = 5
kafka  | 	group.share.enable = false
kafka  | 	group.share.heartbeat.interval.ms = 5000
kafka  | 	group.share.max.groups = 10
kafka  | 	group.share.max.heartbeat.interval.ms = 15000
kafka  | 	group.share.max.record.lock.duration.ms = 60000
kafka  | 	group.share.max.session.timeout.ms = 60000
kafka  | 	group.share.max.size = 200
kafka  | 	group.share.min.heartbeat.interval.ms = 5000
kafka  | 	group.share.min.record.lock.duration.ms = 15000
kafka  | 	group.share.min.session.timeout.ms = 45000
kafka  | 	group.share.partition.max.record.locks = 200
kafka  | 	group.share.persister.class.name = org.apache.kafka.server.share.persister.DefaultStatePersister
kafka  | 	group.share.record.lock.duration.ms = 30000
kafka  | 	group.share.session.timeout.ms = 45000
kafka  | 	initial.broker.registration.timeout.ms = 60000
kafka  | 	inter.broker.listener.name = null
kafka  | 	kafka.metrics.polling.interval.secs = 10
kafka  | 	kafka.metrics.reporters = []
kafka  | 	leader.imbalance.check.interval.seconds = 300
kafka  | 	listener.security.protocol.map = PLAINTEXT:PLAINTEXT,CONTROLLER:PLAINTEXT
kafka  | 	listeners = PLAINTEXT://:9092,CONTROLLER://:9093
kafka  | 	log.cleaner.backoff.ms = 15000
kafka  | 	log.cleaner.dedupe.buffer.size = 134217728
kafka  | 	log.cleaner.delete.retention.ms = 86400000
kafka  | 	log.cleaner.enable = true
kafka  | 	log.cleaner.io.buffer.load.factor = 0.9
kafka  | 	log.cleaner.io.buffer.size = 524288
kafka  | 	log.cleaner.io.max.bytes.per.second = 1.7976931348623157E308
kafka  | 	log.cleaner.max.compaction.lag.ms = 9223372036854775807
kafka  | 	log.cleaner.min.cleanable.ratio = 0.5
kafka  | 	log.cleaner.min.compaction.lag.ms = 0
kafka  | 	log.cleaner.threads = 1
kafka  | 	log.cleanup.policy = [delete]
kafka  | 	log.dir = /tmp/kafka-logs
kafka  | 	log.dir.failure.timeout.ms = 30000
kafka  | 	log.dirs = /bitnami/kafka/data
kafka  | 	log.flush.interval.messages = 9223372036854775807
kafka  | 	log.flush.interval.ms = null
kafka  | 	log.flush.offset.checkpoint.interval.ms = 60000
kafka  | 	log.flush.scheduler.interval.ms = 9223372036854775807
kafka  | 	log.flush.start.offset.checkpoint.interval.ms = 60000
kafka  | 	log.index.interval.bytes = 4096
kafka  | 	log.index.size.max.bytes = 10485760
kafka  | 	log.initial.task.delay.ms = 30000
kafka  | 	log.local.retention.bytes = -2
kafka  | 	log.local.retention.ms = -2
kafka  | 	log.message.timestamp.after.max.ms = 3600000
kafka  | 	log.message.timestamp.before.max.ms = 9223372036854775807
kafka  | 	log.message.timestamp.type = CreateTime
kafka  | 	log.preallocate = false
kafka  | 	log.retention.bytes = -1
kafka  | 	log.retention.check.interval.ms = 300000
kafka  | 	log.retention.hours = 168
kafka  | 	log.retention.minutes = null
kafka  | 	log.retention.ms = null
kafka  | 	log.roll.hours = 168
kafka  | 	log.roll.jitter.hours = 0
kafka  | 	log.roll.jitter.ms = null
kafka  | 	log.roll.ms = null
kafka  | 	log.segment.bytes = 1073741824
kafka  | 	log.segment.delete.delay.ms = 60000
kafka  | 	max.connection.creation.rate = 2147483647
kafka  | 	max.connections = 2147483647
kafka  | 	max.connections.per.ip = 2147483647
kafka  | 	max.connections.per.ip.overrides = 
kafka  | 	max.incremental.fetch.session.cache.slots = 1000
kafka  | 	max.request.partition.size.limit = 2000
kafka  | 	message.max.bytes = 1048588
kafka  | 	metadata.log.dir = null
kafka  | 	metadata.log.max.record.bytes.between.snapshots = 20971520
kafka  | 	metadata.log.max.snapshot.interval.ms = 3600000
kafka  | 	metadata.log.segment.bytes = 1073741824
kafka  | 	metadata.log.segment.min.bytes = 8388608
kafka  | 	metadata.log.segment.ms = 604800000
kafka  | 	metadata.max.idle.interval.ms = 500
kafka  | 	metadata.max.retention.bytes = 104857600
kafka  | 	metadata.max.retention.ms = 604800000
kafka  | 	metric.reporters = [org.apache.kafka.common.metrics.JmxReporter]
kafka  | 	metrics.num.samples = 2
kafka  | 	metrics.recording.level = INFO
kafka  | 	metrics.sample.window.ms = 30000
kafka  | 	min.insync.replicas = 1
kafka  | 	node.id = 1
kafka  | 	num.io.threads = 8
kafka  | 	num.network.threads = 3
kafka  | 	num.partitions = 1
kafka  | 	num.recovery.threads.per.data.dir = 1
kafka  | 	num.replica.alter.log.dirs.threads = null
kafka  | 	num.replica.fetchers = 1
kafka  | 	offset.metadata.max.bytes = 4096
kafka  | 	offsets.commit.timeout.ms = 5000
kafka  | 	offsets.load.buffer.size = 5242880
kafka  | 	offsets.retention.check.interval.ms = 600000
kafka  | 	offsets.retention.minutes = 10080
kafka  | 	offsets.topic.compression.codec = 0
kafka  | 	offsets.topic.num.partitions = 50
kafka  | 	offsets.topic.replication.factor = 1
kafka  | 	offsets.topic.segment.bytes = 104857600
kafka  | 	principal.builder.class = class org.apache.kafka.common.security.authenticator.DefaultKafkaPrincipalBuilder
kafka  | 	process.roles = [controller, broker]
kafka  | 	producer.id.expiration.check.interval.ms = 600000
kafka  | 	producer.id.expiration.ms = 86400000
kafka  | 	producer.purgatory.purge.interval.requests = 1000
kafka  | 	queued.max.request.bytes = -1
